Date,AAPL,GOOG,MSFT
2020-01-02,72.71607971191406,68.04620361328125,153.3232879638672
2020-01-03,72.00911712646484,67.7122802734375,151.41412353515625
2020-01-06,72.5829086303711,69.38188171386719,151.80551147460938
2020-01-07,72.24153900146484,69.33856964111328,150.42135620117188
2020-01-08,73.40365600585938,69.88500213623047,152.81732177734375
2020-01-09,74.9627914428711,70.6568374633789,154.7264862060547
2020-01-10,75.13225555419922,71.1495132446289,154.0105743408203
2020-01-13,76.73741149902344,71.62226104736328,155.8624267578125
2020-01-14,75.70120239257812,71.20672607421875,154.76470947265625
2020-01-15,75.37678527832031,71.62077331542969,155.76693725585938
2020-01-16,76.32099914550781,72.2428207397461,158.62110900878906
2020-01-17,77.16594696044922,73.67057037353516,159.5088348388672
2020-01-21,76.64300537109375,73.8701171875,158.93614196777344
2020-01-22,76.91657257080078,73.9472427368164,158.17250061035156
2020-01-23,77.2870101928711,73.9820785522461,159.14614868164062
2020-01-24,77.06427001953125,72.98978424072266,157.54248046875
2020-01-27,74.79817199707031,71.35702514648438,154.90785217285156
2020-01-28,76.9141616821289,72.2856216430664,157.94338989257812
2020-01-29,78.52415466308594,72.58769226074219,160.40618896484375
2020-01-30,78.41034698486328,72.44884490966797,164.9308624267578
2020-01-31,74.93374633789062,71.37344360351562,162.49668884277344
2020-02-03,74.72795104980469,73.94674682617188,166.45814514160156
2020-02-04,77.19500732421875,72.01242065429688,171.93740844726562
2020-02-05,77.824462890625,72.07014465332031,171.72738647460938
2020-02-06,78.73477172851562,73.46355438232422,175.28793334960938
2020-02-07,77.66455841064453,73.61283111572266,175.5361328125
2020-02-10,78.03343200683594,75.0783920288086,180.12765502929688
2020-02-11,77.56263732910156,75.0838623046875,176.0611572265625
2020-02-12,79.40457916259766,75.55563354492188,176.3188934326172
2020-02-13,78.83909606933594,75.37599182128906,175.36431884765625
2020-02-14,78.85855865478516,75.67855072021484,176.9298553466797
2020-02-18,77.41461181640625,75.62529754638672,178.7244415283203
2020-02-19,78.53577423095703,75.97464752197266,179.2604217529297
2020-02-20,77.7300796508789,75.54966735839844,176.5229034423828
2020-02-21,75.97065734863281,73.90544891357422,170.9425506591797
2020-02-24,72.36201477050781,70.74441528320312,163.572265625
2020-02-25,69.91097259521484,69.0952377319336,160.87301635742188
2020-02-26,71.02001190185547,69.33061218261719,162.8831024169922
2020-02-27,66.3775634765625,65.59381103515625,151.40652465820312
2020-02-28,66.33872985839844,66.65080261230469,155.072509765625
2020-03-02,72.51492309570312,69.12808227539062,165.3909149169922
2020-03-03,70.21190643310547,66.75332641601562,157.46551513671875
2020-03-04,73.4686508178711,68.99918365478516,163.2468719482422
2020-03-05,71.0855484008789,65.6410903930664,159.15008544921875
2020-03-06,70.14152526855469,64.61445617675781,154.65135192871094
2020-03-09,64.59387969970703,60.491485595703125,144.1702880859375
2020-03-10,69.24604797363281,63.71770477294922,154.02920532226562
2020-03-11,66.84109497070312,60.4840202331543,147.05137634277344
2020-03-12,60.24021530151367,55.482704162597656,133.1052703857422
2020-03-13,67.45748138427734,60.69900131225586,152.0286865234375
2020-03-16,58.7792854309082,53.96091079711914,129.6211700439453
2020-03-17,61.36381912231445,55.72605514526367,140.29368591308594
2020-03-18,59.86163330078125,54.581478118896484,134.38787841796875
2020-03-19,59.40296936035156,55.501617431640625,136.5989990234375
2020-03-20,55.631744384765625,53.36324691772461,131.46849060058594
2020-03-23,54.449893951416016,52.58195114135742,130.15716552734375
2020-03-24,59.91260528564453,56.455596923828125,141.98788452148438
2020-03-25,59.582557678222656,54.8646354675293,140.62872314453125
2020-03-26,62.717960357666016,57.81366729736328,149.42514038085938
2020-03-27,60.12131118774414,55.27369689941406,143.28965759277344
2020-03-30,61.8370361328125,57.07068634033203,153.36875915527344
2020-03-31,61.71084976196289,57.86642074584961,150.95663452148438
2020-04-01,58.463809967041016,55.0203971862793,145.59645080566406
2020-04-02,59.43937301635742,55.777809143066406,148.611572265625
2020-04-03,58.58514404296875,54.63522720336914,147.2427978515625
2020-04-06,63.69596862792969,59.06624221801758,158.19290161132812
2020-04-07,62.958221435546875,59.04583740234375,156.48916625976562
2020-04-08,64.56961822509766,60.228729248046875,158.0589599609375
2020-04-09,65.03556060791016,60.286949157714844,158.06846618652344
2020-04-13,66.31205749511719,60.59101104736328,158.42266845703125
2020-04-14,69.66099548339844,63.16233444213867,166.26193237304688
2020-04-15,69.02519226074219,62.825923919677734,164.51988220214844
2020-04-16,69.57363891601562,62.875694274902344,169.45892333984375
2020-04-17,68.62962341308594,63.86003112792969,170.9521026611328
2020-04-20,67.20509338378906,63.03195571899414,167.563720703125
2020-04-21,65.12776184082031,60.530303955078125,160.63369750976562
2020-04-22,67.0036849975586,62.86274719238281,166.0896759033203
2020-04-23,66.74402618408203,63.51466369628906,164.07957458496094
2020-04-24,68.67088317871094,63.66395950317383,167.07553100585938
2020-04-27,68.71942138671875,63.49326705932617,166.59698486328125
2020-04-28,67.60550689697266,61.39271545410156,162.53851318359375
2020-04-29,69.82603454589844,66.75779724121094,169.83221435546875
2020-04-30,71.29908752441406,67.1151123046875,171.5360107421875
2020-05-01,70.15122985839844,65.71922302246094,167.09469604492188
2020-05-04,71.143798828125,66.02725982666016,171.18185424804688
2020-05-05,72.21157836914062,67.2370376586914,173.0196075439453
2020-05-06,72.95660400390625,67.04743194580078,174.72340393066406
2020-05-07,73.7113265991211,68.30448150634766,175.73802185058594
2020-05-08,75.46577453613281,69.09124755859375,176.7718048095703
2020-05-11,76.65325164794922,69.83224487304688,178.74356079101562
2020-05-12,75.7772445678711,68.46272277832031,174.69468688964844
2020-05-13,74.86231231689453,67.14845275878906,172.05288696289062
2020-05-14,75.32222747802734,67.48685455322266,172.79946899414062
2020-05-15,74.87689208984375,68.33582305908203,175.3168182373047
2020-05-18,76.64110565185547,68.87078857421875,176.99192810058594
2020-05-19,76.1982192993164,68.35050964355469,175.76670837402344
